,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
300,$uicideboy$,Putrid Pride,4x3vJJYSW9fZWIubv5mmww,68,0.903,0.643,10,-5.669,0,0.0925,0.197,0.0,0.111,0.224,110.003,106971,4
301,Taylor Swift,invisible string,6VsvKPJ4xjVNKpI8VVZ3SV,72,0.653,0.452,4,-11.143,0,0.055,0.838,7.73e-05,0.108,0.45,83.433,252881,4
302,347aidan,Dancing in My Room,6Pgmqg15yVexuOgtzuxwoX,75,0.98,0.413,8,-11.052,0,0.101,0.671,7.95e-05,0.17,0.764,119.993,180139,4
303,Tim McGraw,7500 OBO,7A4WmJcWx6KrVRfQ2CP8e7,68,0.528,0.718,7,-6.954,1,0.0337,0.1,0.0,0.304,0.51,155.759,221400,4
304,Taylor Swift,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,73,0.559,0.31,10,-10.445,1,0.0338,0.881,0.0,0.106,0.46,119.845,190898,4
305,Morgan Wallen,Livin’ The Dream,2L4YgbxxwmwafMqLIjSx8q,67,0.621,0.754,7,-5.904,0,0.0269,0.575,0.00484,0.213,0.441,127.036,239120,4
306,Billie Eilish,Therefore I Am,54bFM56PmE4YLRnqpW6Tha,75,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,174321,4
307,Ingrid Andress,More Hearts Than Mine,60RFlt48hm0l4Fu0JoccOl,68,0.375,0.428,0,-7.387,1,0.029,0.109,0.0,0.105,0.361,78.516,214787,4
308,MisterWives,SUPERBLOOM,2HvtedoEeymVWrBPyAMNwZ,70,0.558,0.889,8,-3.945,1,0.102,0.191,0.000387,0.328,0.716,170.102,213547,4
309,The Kid LAROI,ALWAYS DO,3QCU8BT0zDS9LPVfEhRFEE,71,0.762,0.426,8,-6.865,1,0.113,0.0442,0.0,0.0858,0.582,167.827,151705,4
310,Marca MP,Recuerda,2BaBwcllqDMkoD9184xOxP,69,0.434,0.207,2,-11.805,0,0.035,0.877,8.01e-05,0.118,0.435,181.204,150413,3
311,Joji,Sanctuary,5F1ZmucV0uJY14y2dYKePa,75,0.552,0.638,1,-7.474,1,0.11,0.387,0.00014,0.374,0.332,167.834,180019,4
312,Joyner Lucas,Isis (feat. Logic),4h7qcXBtaOJnmrapxoWxGf,71,0.884,0.936,1,-3.931,1,0.167,0.206,0.0,0.262,0.758,120.004,236501,4
313,Megan Thee Stallion,Cry Baby (feat. DaBaby),4aarlAfLKVCTxUDNgbwhjH,69,0.957,0.437,11,-7.882,1,0.359,0.00402,0.0,0.219,0.616,130.058,137984,4
314,Olivia Rodrigo,All I Want,1v6svH1Fyx9C1nIt1mA2DT,76,0.376,0.43,0,-6.585,0,0.0328,0.0902,0.0,0.0912,0.129,77.599,177323,3
315,Rod Wave,The Greatest,0EVG3d1RVbJjYh43fQDcR9,67,0.731,0.405,0,-14.41,1,0.148,0.0899,0.0,0.0696,0.591,125.96,168587,4
316,Pop Smoke,Get Back,3DWjFSDEQ9IWz1mj449fB7,75,0.798,0.649,9,-6.546,1,0.306,0.0746,1.34e-05,0.517,0.566,142.006,108160,4
317,Juice WRLD,Reminds Me Of You,5YSHygGN9D0mID1NsVd5my,71,0.613,0.631,4,-6.965,1,0.12,0.0663,0.0,0.169,0.33,149.992,158033,4
318,Bad Bunny,HACIENDO QUE ME AMAS,26QApq0cuO9brJigr0C0W4,78,0.584,0.411,10,-7.147,0,0.0838,0.869,4.47e-05,0.0955,0.412,169.934,217769,4
319,Lund,Broken,4W8sUeokQKfHt1uTXp0Jq0,71,0.83,0.583,0,-2.052,1,0.0412,0.0563,0.0005,0.109,0.146,134.0,200673,4
320,Lauv,i'm so tired...,4vjpLMyL3ZO6aphdYr8XYw,76,0.576,0.736,11,-7.572,1,0.224,0.178,0.0,0.238,0.484,101.928,162587,4
321,Lil God Dan,MARCELINE,17zEBtrjKKa2hwk9CxWIkX,73,0.746,0.806,3,-2.495,0,0.159,0.151,7.39e-05,0.121,0.598,123.941,155055,4
322,El Fantasma,Cabrón y Vago - En Vivo,4nbWX2HzrOEnX4xxvYRCyU,74,0.547,0.638,8,-2.99,1,0.124,0.697,0.0,0.074,0.876,176.277,142065,3
323,Aidan Bissett,More Than Friends,1Ph96WpdjNlwD6iKRE2Xa3,70,0.559,0.655,6,-6.792,1,0.051,0.58,0.000155,0.124,0.667,160.016,183012,4
324,Sir Chloe,Michelle,3bTzAFtvHyDWJcIyTQijGO,72,0.352,0.442,4,-5.238,1,0.0297,0.0808,2.32e-05,0.109,0.108,115.647,214088,3
325,Jelly Roll,Bottle and Mary Jane,5MbtltJOrf5hTldbvaEqdV,66,0.551,0.626,11,-7.666,0,0.189,0.651,0.0,0.165,0.426,180.015,172421,3
326,Niall Horan,Black And White,7rpNuuoMbid56XkDsx2FjE,74,0.443,0.582,2,-6.02,1,0.0482,0.0301,0.0,0.127,0.239,147.589,193090,4
327,H.E.R.,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",6MO2bfLHKykUgCChFdw91H,72,0.816,0.513,1,-8.363,1,0.244,0.0145,0.000102,0.14,0.17,96.981,296011,4
328,Miley Cyrus,Midnight Sky,4i2qxFEVVUi8yOYoxB8TCX,76,0.699,0.805,4,-5.535,0,0.0345,0.00161,0.00177,0.249,0.232,109.976,223280,4
329,Machine Gun Kelly,drunk face,3k0YJnqMKRZb8swo86vCkq,70,0.691,0.77,7,-4.578,0,0.0367,0.0282,0.0,0.497,0.344,90.024,143901,4
330,$uicideboy$,That Just Isn't Empirically Possible,3xQq3mpD6hunD2XG7FXHHu,68,0.76,0.875,7,-3.576,0,0.279,0.0965,0.0,0.177,0.477,124.061,123902,4
331,Jelly Roll,Creature,5yqKUU2DUyilP2TvOrjEzT,66,0.763,0.603,8,-9.201,1,0.0788,0.176,0.0,0.0863,0.402,140.068,239592,4
332,Lil Baby,Heatin Up (feat. Gunna),7KSSdFCBHCfq4KPzz78ghk,68,0.788,0.436,1,-9.435,1,0.364,0.0611,0.0,0.0979,0.341,129.847,177314,4
333,Bad Bunny,BOOKER T,26w9NTiE9NGjW1ZvIOd1So,78,0.883,0.6,7,-7.188,1,0.37,0.114,7.94e-06,0.0931,0.691,113.903,156430,4
334,Dua Lipa,Break My Heart,017PF4Q3l4DBUiWoXk4OWT,78,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820,4
335,ElyOtto,SugarCrash!,2ePtv8MlBO9nuuXABqAfEX,75,0.748,0.734,0,-6.499,1,0.124,0.524,1.15e-05,0.0975,0.368,97.753,80081,4
336,RØNIN,ALL GIRLS ARE THE SAME,4xhWfr0tyA7BGL7eXo8KnV,73,0.785,0.343,9,-10.923,0,0.0862,0.593,0.0,0.103,0.468,118.065,121949,4
337,YoungBoy Never Broke Again,Kacey Talk,1SF8piqsZWn86DajVKih8F,67,0.877,0.607,10,-7.818,0,0.15,0.535,0.0,0.138,0.773,127.055,151249,4
338,Juice WRLD,Bad Energy,7d94IqWX2UmSKMGUYSGFJG,69,0.654,0.452,7,-6.36,1,0.0439,0.17,0.0,0.114,0.532,138.034,186749,4
339,Russ,BEST ON EARTH (feat. BIA) - Bonus,0xKBkLcF71uUQeTA7FSu4A,69,0.846,0.748,5,-3.512,0,0.078,0.188,0.0,0.093,0.597,90.006,160720,4
340,TWICE,I CAN'T STOP ME,37ZtpRBkHcaq6hHy0X98zn,77,0.657,0.88,10,-3.672,0,0.102,0.121,0.0,0.463,0.769,150.084,205493,4
341,M83,Solitude - Felsmann + Tiley Reinterpretation,5SOA0gaKMMp9cgwn3nuwk7,66,0.367,0.202,0,-11.342,1,0.0313,0.668,0.145,0.109,0.0362,121.865,222354,4
342,Joji,Like You Do,1MONUudxAjEk76FJvzGhuD,74,0.582,0.199,10,-10.045,1,0.0321,0.953,0.00852,0.135,0.0783,66.454,240294,4
343,Phoebe Bridgers,I Know The End,0pJW1Xw3aY4Eh6k5iuBkfI,70,0.323,0.323,1,-10.268,1,0.0351,0.33,0.0229,0.233,0.256,111.826,344693,4
344,ODIE,Miss Summer,58VNpcJpI5dEKxYByCkbXc,70,0.589,0.527,0,-9.962,1,0.0342,0.599,0.000111,0.0853,0.132,133.981,162377,4
345,Sam Hunt,Breaking Up Was Easy In The 90's,4sf2L157iEgAR7yrCNLgSq,67,0.562,0.649,9,-5.4,1,0.0494,0.231,0.0,0.341,0.376,145.913,215933,4
346,Kehlani,Can I,0uDdI4fAXCuNhQbmxENdsO,69,0.574,0.791,1,-3.752,1,0.11,0.419,0.0,0.0982,0.612,119.537,167810,4
347,Sean Kingston,Eenie Meenie,45O0tUN9Bh6LH4eNxQ07AT,66,0.734,0.639,1,-3.241,1,0.0316,0.0348,0.0,0.102,0.836,121.212,201653,4
348,$uicideboy$,What the Fuck is Happening,29iepR0ydOuYFaZp8um6H8,67,0.83,0.871,0,-3.089,1,0.152,0.017,0.000771,0.106,0.784,139.968,106341,4
349,Jonas Brothers,What A Man Gotta Do,4wNIkl5XGiAACjFBlDWuSd,73,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,180645,4
350,Juice WRLD,Tell Me U Luv Me (with Trippie Redd),5JAYDuLRkODlVt6dgoalKk,69,0.66,0.76,2,-5.726,1,0.0787,0.291,0.0,0.632,0.394,127.984,180129,4
351,Anuel AA,Hasta Que Dios Diga,06s3QtMJVXw1AJX3UfvZG1,76,0.691,0.765,8,-4.727,1,0.111,0.464,3.29e-06,0.203,0.855,174.021,246000,4
352,Freddie Dredd,WTH,6J9UUQSQ9Vm9fh6vZgLlzu,72,0.795,0.6,10,-6.92,1,0.282,0.0394,0.0517,0.097,0.452,142.971,99808,4
353,$NOT,Moon & Stars (feat. Maggie Lindemann),3oGbHF3Kdwf3AsRCbBjUxu,69,0.713,0.47,9,-8.698,1,0.0864,0.606,1.35e-05,0.306,0.0825,84.518,187587,4
354,Junior H,1004 Kilómetros,0pt0wjZNeFOMIeCudmXRrl,72,0.651,0.567,11,-6.477,0,0.0301,0.671,0.000373,0.126,0.521,96.845,277167,4
355,Rod Wave,Letter From Houston,64NX4R1rgHb1LMLDAnNNPp,66,0.679,0.574,11,-10.431,0,0.0651,0.138,0.0,0.266,0.75,156.036,173893,4
356,Jimmie Allen,Freedom Was A Highway,3J5jotqUAjU479WhAiNkpU,68,0.563,0.847,1,-4.493,1,0.0468,0.0891,0.0,0.121,0.666,96.06,212720,4
357,Justin Bieber,Holy (feat. Chance The Rapper),5u1n1kITHCxxp8twBcZxWy,75,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,212093,4
358,Internet Money,Blastoff (feat. Juice Wrld & Trippie Redd),7dH9TPjTWQ60wOJkmYay8a,69,0.761,0.517,5,-6.916,1,0.0927,0.114,0.0,0.157,0.46,147.912,174730,4
359,Sech,Relación - Remix,35UUpTmrcFXNIVIN26ujXl,77,0.793,0.771,5,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,247308,4
360,Stray Kids,God’s Menu,4XPXrcpyNr30Km6aPiflJy,75,0.689,0.771,5,-3.618,1,0.0548,0.00776,0.0,0.521,0.482,157.052,167922,4
361,Jhené Aiko,P*$$Y Fairy (OTW),48KXAIruJ07kJVCWOGohMV,69,0.572,0.519,2,-7.092,0,0.212,0.536,0.0,0.102,0.35,128.331,181860,4
362,Polo G,Be Something,65jw6GhwQW3Db55PxlPEpS,68,0.829,0.52,8,-10.34,1,0.294,0.0232,0.0,0.134,0.248,136.103,194118,4
363,Marshmello,OK Not To Be OK,0zzVTGyRrWpQu8Fr28NRAv,76,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,159863,4
364,Key Glock,Word on the Streets,3jhStgnHgwPGaSyhdHuT1Z,66,0.886,0.646,10,-7.288,0,0.328,0.0266,3.76e-05,0.0857,0.798,148.119,207600,4
365,Billie Eilish,No Time To Die,73SpzrcaHk0RQPFP73vqVR,77,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,242265,4
366,StaySolidRocky,Party Girl,5RqR4ZCCKJDcBLIn4sih9l,71,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022,147800,4
367,Yung Gravy,Welcome to Chilis,3PdcxgzpWzAsUGgkmykIFc,69,0.839,0.454,10,-9.09,0,0.157,0.359,0.0,0.0755,0.804,159.987,157500,4
368,Eve,Kaikai Kitan,6y4GYuZszeXNOXuBFsJlos,74,0.584,0.911,5,-3.515,0,0.09,0.0119,0.0,0.119,0.606,92.502,221426,4
369,tobi lou,2hrs,0dGe86ljF6Xi19IxYc7aBn,71,0.844,0.424,2,-8.365,1,0.0836,0.362,0.00108,0.589,0.434,111.226,64723,3
370,Taylor Swift,gold rush,5BK0uqwY9DNfZ630STAEaq,71,0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,185320,4
371,Eslabon Armado,24 Horas,0T8lt51Lvj1OAj750PH6X9,68,0.495,0.452,7,-10.145,1,0.0345,0.797,0.0,0.0821,0.481,128.392,317363,4
372,Jawsh 685,Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,77,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,171375,4
373,Penelope Scott,Feel Better,0mfHN9LcAPidSI3JCPqYml,70,0.594,0.335,4,-13.415,0,0.0513,0.747,0.0111,0.0976,0.343,87.49,252630,4
374,BigKayBeezy,BookBag 2.0 (feat. Polo G),0vwOWwl785S9EU1wtbeLLJ,67,0.909,0.541,8,-6.436,1,0.497,0.322,0.0,0.0942,0.823,135.106,171245,4
375,Mac Miller,Surf,1kwnxJNVl7cwcU98RvMBaR,70,0.828,0.182,1,-13.066,0,0.166,0.754,0.0706,0.15,0.231,147.279,330507,4
376,Phoebe Bridgers,Savior Complex,5BN59BDczcpxstFKILIH0q,69,0.377,0.44,4,-11.878,1,0.0325,0.931,0.0196,0.105,0.224,128.999,241640,3
377,Migos,Need It,6mtjo5kIHKlboGE84lf1FJ,69,0.852,0.745,11,-3.667,0,0.171,0.0313,0.0,0.0824,0.897,148.007,195681,4
378,Luis R Conriquez,El Chino (En Vivo),4b148u8CHf38OU1yW5Xf1F,74,0.657,0.538,0,-5.831,0,0.124,0.637,0.0,0.104,0.832,111.61,180048,3
379,HARDY,BOOTS,48r61fmMtlyjaMgXhi0Go6,66,0.544,0.871,2,-3.831,1,0.0392,0.181,0.0,0.0862,0.511,104.018,193902,4
380,Vedo,You Got It,4lsHZ92XCFOQfzJFBTluk8,72,0.762,0.433,5,-8.937,1,0.187,0.143,0.0,0.118,0.394,122.074,203145,4
381,Cole Swindell,Single Saturday Night,1irAliF0T8sLIOPJp6n7rU,67,0.623,0.79,7,-5.07,1,0.0473,0.118,0.0,0.226,0.694,81.949,187684,4
382,Wild Rivers,Thinking 'Bout Love,42UaitnwvuKqNcD5Oa2HlD,69,0.733,0.324,5,-8.122,1,0.033,0.479,0.0,0.067,0.388,141.8,199391,4
383,Lazy3x,2K FREESTYLE,612dHPI0OoOsvWkweHXZXF,69,0.591,0.682,8,-2.974,1,0.308,0.00193,0.0,0.103,0.277,108.953,213000,5
384,Bankrol Hayden,Costa Rica (feat. The Kid LAROI) - Remix,3tdjTdCCgKtwacsICCtPZZ,70,0.89,0.53,9,-9.891,1,0.362,0.165,0.0,0.106,0.644,127.889,114865,4
385,Sam Smith,Fire On Fire,7t3Xdbufg7q2onVsR8RBdY,78,0.584,0.408,1,-7.356,0,0.0461,0.476,0.0,0.18,0.333,115.129,246735,4
386,Lil Uzi Vert,P2,3kW4z2pIj5VY5fLjBrMRL5,69,0.775,0.72,11,-5.353,0,0.193,0.0236,0.0,0.114,0.49,155.086,234627,4
387,KAROL G,BICHOTA,7vrJn5hDSXRmdXoR30KgF1,76,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,178947,4
388,Giveon,Favorite Mistake,4rHIfYRQw6ittRQXAlurk0,69,0.535,0.409,7,-9.517,0,0.0855,0.777,0.0,0.129,0.138,170.123,172907,4
389,Parker McCollum,Like A Cowboy,13bXmY0acm51KkgEdhCm1n,65,0.486,0.443,4,-6.791,1,0.034,0.611,2.46e-06,0.0981,0.215,125.159,226438,3
390,iann dior,Sick and Tired (ft. Machine Gun Kelly and Travis Barker),0DILU9jjSTnCv1dcbUH3ib,69,0.748,0.492,11,-8.584,1,0.0498,0.151,0.0,0.146,0.483,145.097,144000,4
391,Kid Travis,Strawberry Skies,458EaCXcB9TRBoJEDVcdcr,70,0.65,0.462,11,-6.587,0,0.089,0.366,0.0,0.159,0.649,89.887,165333,4
392,YoungBoy Never Broke Again,Right Foot Creep,6FiySur7YZL0Kff2YVGsEB,68,0.725,0.79,3,-4.773,0,0.327,0.346,0.0,0.195,0.815,157.99,159086,4
393,$NOT,Like Me (feat. iann dior),706ZrLifsm0nwlucKr4kQg,69,0.902,0.462,7,-7.945,1,0.0979,0.19,2.15e-06,0.094,0.646,103.984,167147,4
394,Taylor Swift,the last great american dynasty,2Eeur20xVqfUoM3Q7EFPFt,71,0.686,0.662,7,-8.505,1,0.0413,0.467,0.0023,0.109,0.706,147.922,230999,4
395,King Von,Back Again (feat. Lil Durk),0rk2IHFiHFnO7t0jvAeHW9,67,0.87,0.563,5,-8.373,1,0.451,0.0173,0.0,0.119,0.725,159.931,151000,4
396,Jason Derulo,Take You Dancing,59qrUpoplZxbIZxk6X0Bm3,78,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,190306,4
397,Trippie Redd,Excitement (feat. PARTYNEXTDOOR),7FullO2NDkyvxLuxYVKINa,69,0.443,0.536,4,-8.187,0,0.0378,0.0194,4.24e-05,0.1,0.0391,121.967,283285,4
398,Lefty Sm,Por Mi México,2sUknbm8xdLQgH7wb8xcTX,73,0.782,0.662,1,-6.809,0,0.178,0.0345,0.0,0.216,0.821,80.008,218250,4
399,Luke Bryan,One Margarita,6NhS5LwYbJ6xD7BGvlWRJO,66,0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997,193427,4
400,BLACKPINK,Lovesick Girls,4Ws314Ylb27BVsvlZOy30C,74,0.654,0.707,6,-5.661,1,0.0664,0.00559,0.0,0.0873,0.448,127.97,194765,4
401,Juice WRLD,Titanic,1YM6c2sxbf2Jacl9IFgn4I,69,0.567,0.545,1,-6.668,0,0.0448,0.168,0.0,0.112,0.234,174.146,176650,4
402,MEDUZA,Paradise (feat. Dermot Kennedy),6ft4hAq6yde8jPZY2i5zLr,79,0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114,167903,4
403,Zoe Wees,Control,50Td3qilgs8BLtv8mHyT1t,77,0.599,0.465,4,-4.95,1,0.0314,0.643,1.57e-06,0.149,0.0678,113.82,230880,4
404,BLACKPINK,Pretty Savage,1XnpzbOGptRwfJhZgLbmSr,75,0.701,0.556,9,-7.42,0,0.0414,0.00886,0.000122,0.106,0.333,152.045,201122,4
405,Future,Too Comfortable,0biVzpdI2z0vAxwfU9xuuA,68,0.935,0.472,3,-9.304,0,0.0575,0.0455,0.0,0.19,0.659,130.041,236819,4
406,Dustin Lynch,Ridin’ Roads,2VPmBOuy7ZAOFSzKwW2IEt,66,0.547,0.817,9,-4.255,1,0.0448,0.0986,0.0,0.136,0.592,142.118,205427,4
407,Maluma,Hawái - Remix,0GzuHFG4Ql6DoyxFRnIk3F,72,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,200482,4
408,Bad Bunny,Soliá,7sOfmPd18RWp3FoCzpa7Kw,76,0.71,0.81,2,-5.507,1,0.0854,0.117,0.000132,0.154,0.184,92.041,159282,4
409,Nivel Codiciado,Adueñarme,4zneNpRMfRSdhsFTZbYZLN,68,0.719,0.522,7,-6.617,0,0.0322,0.309,0.0,0.105,0.6,83.086,183762,3
410,1nonly,Bunny Girl,7KVBqGLGhrEejVokzYd8vF,71,0.77,0.659,6,-8.322,1,0.238,0.283,0.0,0.334,0.504,94.955,166896,4
411,Flume,The Difference,4nlvKIIetOWGIMyhjQXgOZ,71,0.56,0.865,1,-1.148,1,0.0909,0.255,0.000153,0.083,0.424,159.96,139663,4
412,Summer Walker,White Tee (with NO1-NOAH),5m0eMnsWwzgGsUxe1mhFYR,72,0.791,0.366,1,-8.337,1,0.0966,0.744,7.24e-06,0.106,0.335,124.878,211373,4
413,Eslabon Armado,Ando Más Que Mal,2uVW9s3bC14wp15d3Ma6EO,69,0.359,0.43,5,-7.69,0,0.0324,0.197,1.64e-05,0.11,0.198,84.762,307375,5
414,Moneybagg Yo,Said Sum,3sKz6Sd72K0ofPWcJPPk6H,66,0.929,0.667,8,-6.789,0,0.353,0.0185,0.0,0.1,0.274,126.998,155168,4
415,Jerry Di,Mi Cuarto,6fmQjRuo7XvRFCK2qex5hQ,74,0.854,0.525,1,-4.426,1,0.214,0.819,0.0,0.146,0.63,97.054,197587,4
416,Grupo Recluta,Se Fue La Pantera,7G3h22znCIwaN07Q2s1ukR,75,0.707,0.764,8,-4.557,1,0.155,0.095,3.88e-06,0.289,0.781,133.558,187836,3
417,Money Man,24,2FVMbLuIxo0dz3KLXgN6Jh,69,0.842,0.715,2,-6.03,1,0.0912,0.0265,0.0554,0.0831,0.428,126.021,160952,4
418,Phoebe Bridgers,Garden Song,5bIgzvxvlefRUCQK9JPocF,69,0.426,0.274,0,-16.649,1,0.146,0.856,0.00658,0.111,0.169,100.255,219682,4
419,Zach Bryan,Let You Down,1HMFdKHDiHY0qmqdVH710d,65,0.515,0.457,2,-4.786,1,0.0277,0.39,0.0,0.255,0.625,83.627,209089,4
420,Lil Uzi Vert,Lo Mein,6CUP2khYzdphXebxVTfPE3,66,0.855,0.676,1,-5.736,1,0.325,0.0888,0.0,0.144,0.509,133.082,195299,4
421,ROLE MODEL,blind,0NuWgxEp51CutD2pJoF4OM,69,0.765,0.663,0,-5.223,1,0.0652,0.141,0.000297,0.0924,0.686,150.091,153293,4
422,Carin Leon,Tu - Live,64xuDtR4TKUI8JAeZoqndu,75,0.67,0.476,9,-6.636,0,0.04,0.383,1.11e-05,0.21,0.902,143.815,246131,4
423,Jack Harlow,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",0ZLuW8uOXdFNWcI40C0OC2,69,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,227478,4
424,Mac Miller,Circles,4jXl6VtkFFKIt3ycUQc5LT,69,0.61,0.0316,9,-15.186,1,0.0486,0.896,0.00461,0.108,0.37,151.964,170360,4
425,Juice WRLD,Can't Die,4PPLJAEYBSOcnzr9TZoqf9,69,0.652,0.671,2,-5.89,1,0.0756,0.0222,0.0,0.107,0.274,84.008,182922,4
426,PARTYNEXTDOOR,PERSIAN RUGS,02UJ1sCanP94fS2MdsWafh,70,0.768,0.428,1,-8.156,0,0.0459,0.0489,0.000491,0.105,0.147,110.478,174307,4
427,LDNE,Labios Rojos,1NPk0Y7AkLvirhSg4oI0bM,66,0.492,0.729,5,-3.357,0,0.0407,0.697,0.0,0.0676,0.902,177.447,241424,3
428,Colter Wall,Cowpoke,1FJDhcC36CbA16lMIxgT1F,65,0.478,0.366,0,-12.045,1,0.0376,0.4,0.0066,0.0984,0.291,121.683,192627,3
429,CJ,Whoopty,5vGLcdRuSbUhD8ScwsGSdA,74,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201,123263,4
430,Penelope Scott,Lotta True Crime,18jbMG8etanCMt6C5wFRDa,69,0.504,0.407,8,-14.462,1,0.21,0.325,0.0645,0.106,0.403,159.089,202320,4
431,DJ Khaled,GREECE (feat. Drake),35RJhm1pEovTBwnNR0zWad,73,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,218902,4
432,Noah Kahan,Maine,3Z2anmIVG8b1GelyeFQdnP,66,0.533,0.24,6,-9.512,1,0.0424,0.729,0.0,0.223,0.265,175.486,232618,4
433,Logic,Perfect,5jbDih9bLGmI8ycUKkN5XA,69,0.769,0.829,0,-5.228,1,0.0661,0.00948,6.65e-05,0.301,0.648,159.943,100291,4
434,Drake,Not You Too (feat. Chris Brown),3Q4gttWQ6hxqWOa3tHoTNi,70,0.458,0.452,9,-9.299,0,0.047,0.342,1.94e-05,0.0703,0.316,86.318,269680,4
435,BTS,Life Goes On,5FVbvttjEvQ8r2BgUcJgNg,78,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,207481,4
436,Dominic Fike,Superstar Sh*t,20j7l6tFtc5lynXpbOQg1O,68,0.756,0.394,4,-7.321,0,0.0956,0.945,0.0371,0.12,0.197,70.027,127055,4
437,Cigarettes After Sex,You're All I Want,0EUw3ZK8Ti14t6R6FOP8Ty,67,0.438,0.47,5,-10.94,1,0.0243,0.357,0.821,0.113,0.282,92.653,264453,4
438,Claire Rosinkranz,Backyard Boy,04F42oEuKrRComYJfJuyVR,71,0.817,0.635,5,-7.246,1,0.163,0.323,0.0,0.0738,0.454,138.015,129241,4
439,Jack Harlow,Way Out (feat. Big Sean),57VeLYXrvNxe8Vs18K2M9W,69,0.945,0.582,11,-8.357,0,0.0719,0.114,0.0,0.103,0.907,108.025,168906,4
440,Kehlani,Toxic,5nexAvWNhwg51EavnDgViy,69,0.653,0.453,7,-5.395,0,0.0351,0.307,0.00101,0.113,0.0405,111.737,168183,4
441,Megan Thee Stallion,Captain Hook,1E3VQQWFQAPJkXfYHjqWoI,67,0.863,0.633,10,-5.002,0,0.287,0.0118,0.0,0.285,0.545,163.991,176750,4
442,Wilbur Soot,Your New Boyfriend,4vLBnQtece15fFhqWxZvJP,70,0.546,0.453,7,-13.04,1,0.121,0.382,3.9e-05,0.106,0.74,104.532,239667,4
443,Kelsea Ballerini,hole in the bottle,2yySWxfeRN2QRZnFMnYMQl,66,0.478,0.873,4,-3.637,1,0.122,0.0486,0.0,0.374,0.739,104.365,155668,4
444,YoungBoy Never Broke Again,All In,7CdoE8U5DwrwCaLoyf3ME0,66,0.511,0.654,8,-6.133,1,0.314,0.053,0.0,0.316,0.279,154.868,156663,4
445,Tame Impala,Is It True,6RZmhpvukfyeSURhf4kZ0d,70,0.731,0.664,0,-5.474,1,0.0302,0.00307,0.35,0.133,0.661,118.018,239267,4
446,Pop Smoke,Imperfections (Interlude),42er1na9BHF1ERol51wg8M,72,0.774,0.513,7,-5.024,1,0.0778,0.907,0.0,0.11,0.324,91.03,108132,4
447,Megan Thee Stallion,Savage,55CHeLEfn5iJ0IIkgaa4si,71,0.843,0.741,11,-5.609,1,0.334,0.0252,0.0,0.096,0.68,168.983,155497,4
448,YoungBoy Never Broke Again,House Arrest Tingz,4Boj4bBiDv6Ur1zKEvLXBI,66,0.725,0.583,7,-8.562,1,0.345,0.141,0.0,0.102,0.257,159.989,168281,4
449,Maluma,Hawái,1yoMvmasuxZfqHEipJhRbp,77,0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,199112,4
450,Peter McPoland,Romeo & Juliet,1VyA8mbSyXOdJx2lguR8Uu,68,0.318,0.476,0,-7.108,1,0.0441,0.454,1.57e-05,0.503,0.0807,160.737,166137,4
451,Justin Bieber,Intentions,364dI1bYnvamSnBJ8JcNzN,74,0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014,212869,4
